,name,avg_rating,reviews_count,company_type,Head_Quarters,Company_Age,No_of_Employee
4734,Benteler Automotiv...,3.9,(86 Reviews),Private,Salzburg + 2 more,146 years old,201-500 employees (India)
4735,RevoKarmaHub Softw...,3.3,(86 Reviews),"Vadodara/Baroda,Gujarat",7 years old,501-1k employees (Global),
4736,Hinduja Finance,4.0,(86 Reviews),Private,"Mumbai,Maharashtra + 53 more",14 years old,201-500 employees (India)
4737,Maharashtra State ...,4.1,(86 Reviews),Private,Mumbai + 21 more,74 years old,10k-50k employees (Global)
4738,Hinduja Finance,4.0,(86 Reviews),Private,"Mumbai,Maharashtra + 53 more",14 years old,201-500 employees (India)
4739,Bhansali Engineeri...,3.5,(86 Reviews),Public,"Mumbai,Maharashtra + 6 more",38 years old,501-1k employees (Global)
4740,Sterling Oil Explo...,3.8,(86 Reviews),Private,Lagos + 4 more,17 years old,10k-50k employees (Global)
4741,Livguard,4.3,(86 Reviews),Private,Gurgaon + 9 more,8 years old,501-1k employees (India)
4742,Veeraraghavan & Co...,3.5,(86 Reviews),Private,Andheri + 10 more,33 years old,201-500 employees (Global)
4743,Fipola Retail,4.9,(86 Reviews),Private,South India + 4 more,6 years old,1k-5k employees (India)
4744,INDIA TODAY GROUP,3.9,(234 Reviews),Private,Noida + 7 more,47 years old,1k-5k employees (India)
4745,Convergent Communi...,4.1,(85 Reviews),Private,Bengaluru + 18 more,21 years old,51-200 employees (India)
4746,Fortune Marketing,3.2,(85 Reviews),Private,"Delhi/NCR,Delhi + 14 more",28 years old,201-500 employees (Global)
4747,Isolux Corsan,3.8,(85 Reviews),Private,Madrid + 16 more,94 years old,5k-10k employees (Global)
4748,CBSI,3.2,(85 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 9 more",24 years old,1k-5k employees (Global)
4749,Mindcrest,2.3,(85 Reviews),Private,"Chicago,Illinois + 1 more",21 years old,501-1k employees (Global)
4750,Armstrong Internat...,4.0,(85 Reviews),Private,"Three Rivers,MI + 13 more",122 years old,1k-5k employees (Global)
4751,Ferns ‘N’ Petals,3.6,(85 Reviews),Private,"New Delhi,Delhi + 8 more",28 years old,201-500 employees (Global)
4752,Jaipur National Un...,2.7,(85 Reviews),Private,Jaipur + 2 more,15 years old,501-1k employees (Global)
4753,Ammann Apollo,3.9,(85 Reviews),Private,Mehsana + 13 more,25 years old,201-500 employees (Global)
4754,Sovereign Health,2.8,(85 Reviews),Private,San Clemente + 2 more,13 years old,501-1k employees (Global)
4755,Navneet Education,3.9,(85 Reviews),Public,"Mumbai,Maharashtra + 20 more",63 years old,1k-5k employees (Global)
4756,Hard Rock Cafe,4.2,(85 Reviews),Private,Davie + 13 more,51 years old,11-50 employees (India)
4757,IXAR,3.4,(85 Reviews),Private,Mumbai + 7 more,53 years old,51-200 employees (India)
4758,Shore Infotech Ind...,3.3,(85 Reviews),Private,"Hyderabad/Secunderabad,Telangana",15 years old,501-1k employees (Global)
4759,Creative Garments,4.2,(85 Reviews),Private,Mumbai + 9 more,48 years old,1k-5k employees (Global)
4760,Emmvee Photovoltai...,3.8,(85 Reviews),Private,Bengaluru + 2 more,15 years old,501-1k employees (Global)
4761,Multi Mantech Inte...,2.8,(85 Reviews),Private,"Ahmedabad,Gujarat + 11 more",31 years old,201-500 employees (Global)
4762,Creative Info-link,3.8,(85 Reviews),Private,Kolkata + 27 more,11 years old,51-200 employees (India)
4763,Smc Pneumatics Ind...,3.8,(85 Reviews),Private,"Noida,Uttar Pradesh + 15 more",27 years old,201-500 employees (Global)
4764,Cadeploy Engineeri...,2.6,(85 Reviews),Private,"San Ramon,California + 4 more",10 years old,501-1k employees (Global)
4765,Hathi Cement,4.4,(85 Reviews),Private,Mumbai + 9 more,66 years old,
4766,Revlon,3.9,(85 Reviews),New York + 20 more,90 years old,1k-5k employees (Global),
4767,Redcliffe Labs,4.5,(85 Reviews),Private,Noida + 12 more,3 years old,1k-5k employees (India)
4768,Armstrong Internat...,4.0,(85 Reviews),Private,"Three Rivers,MI + 13 more",122 years old,1k-5k employees (Global)
4769,Indian Coast Guard,4.2,(85 Reviews),Private,"New Delhi,Delhi + 20 more",44 years old,10k-50k employees (Global)
4770,Mindcrest,2.3,(85 Reviews),Private,"Chicago,Illinois + 1 more",21 years old,501-1k employees (Global)
4771,IAF,4.6,(85 Reviews),Public,New Delhi + 21 more,90 years old,1 Lakh+ employees (Global)
4772,CBSI,3.2,(85 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 9 more",24 years old,1k-5k employees (Global)
4773,Creative Garments,4.2,(85 Reviews),Private,Mumbai + 9 more,48 years old,1k-5k employees (Global)
4774,Convergent Communi...,4.1,(85 Reviews),Private,Bengaluru + 18 more,21 years old,51-200 employees (India)
4775,Takenaka,4.0,(85 Reviews),Private,Osaka + 10 more,85 years old,201-500 employees (India)
4776,L&T IDPL,4.3,(85 Reviews),Private,Chennai + 17 more,27 years old,501-1k employees (Global)
4777,Ferns ‘N’ Petals,3.6,(85 Reviews),Private,"New Delhi,Delhi + 8 more",28 years old,201-500 employees (Global)
4778,Fortune Marketing,3.2,(85 Reviews),Private,"Delhi/NCR,Delhi + 14 more",28 years old,201-500 employees (Global)
4779,Inland World Logis...,3.8,(85 Reviews),"Mumbai,Maharashtra + 23 more",40 years old,1k-5k employees (Global),
4780,Multi Mantech Inte...,2.8,(85 Reviews),Private,"Ahmedabad,Gujarat + 11 more",31 years old,201-500 employees (Global)
4781,Creative Info-link,3.8,(85 Reviews),Private,Kolkata + 27 more,11 years old,51-200 employees (India)
4782,IXAR,3.4,(85 Reviews),Private,Mumbai + 7 more,53 years old,51-200 employees (India)
4783,Shore Infotech Ind...,3.3,(85 Reviews),Private,"Hyderabad/Secunderabad,Telangana",15 years old,501-1k employees (Global)
4784,Hard Rock Cafe,4.2,(85 Reviews),Private,Davie + 13 more,51 years old,11-50 employees (India)
4785,Kalyani Maxion Whe...,4.1,(85 Reviews),Königswinter,102 years old,10k-50k employees (India),
4786,Lyrus Life Science,3.5,(85 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",7 years old,51-200 employees (India)
4787,Ansal Housing & Co...,3.6,(85 Reviews),Public,"Delhi/NCR,New Delhi + 12 more",39 years old,501-1k employees (Global)
4788,Vnr Seeds,4.0,(85 Reviews),Raipur + 14 more,18 years old,201-500 employees (Global),
4789,Linc Pen & Plastic...,3.9,(85 Reviews),Public,"Kolkata,West Bengal + 15 more",46 years old,501-1k employees (Global)
4790,Cadeploy Engineeri...,2.6,(85 Reviews),Private,"San Ramon,California + 4 more",10 years old,501-1k employees (Global)
4791,HDFC Home Loan,4.1,(85 Reviews),Public,Mumbai + 41 more,45 years old,1k-5k employees (India)
4792,Yamaha Motor India...,3.7,(85 Reviews),Private,Gautam Buddh Nagar + 30 more,37 years old,501-1k employees (Global)
4793,Hathi Cement,4.4,(85 Reviews),Private,Mumbai + 9 more,66 years old,
4794,Ck Birla Hospitals,3.7,(85 Reviews),Private,Kolkata + 2 more,53 years old,201-500 employees (Global)
4795,Aczet,4.4,(85 Reviews),Private,Dubai + 7 more,36 years old,201-500 employees (Global)
4796,RelianceSMART.in,4.0,(85 Reviews),Public,Mumbai + 39 more,16 years old,1 Lakh+ employees (Global)
4797,Redcliffe Labs,4.5,(85 Reviews),Private,Noida + 12 more,3 years old,1k-5k employees (India)
4798,CLP India,4.2,(84 Reviews),Private,"Mumbai,Maharashtra + 9 more",20 years old,201-500 employees (Global)
4799,Siegwerk,4.0,(84 Reviews),Private,"Siegburg,NRW + 10 more",192 years old,1k-5k employees (Global)
4800,CBSI,3.3,(84 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 9 more",24 years old,1k-5k employees (Global)
4801,Malladi Drugs & Ph...,4.1,(84 Reviews),Private,"Chennai,Tamil Nadu + 6 more",42 years old,501-1k employees (Global)
4802,Alp Consulting,3.5,(84 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 13 more",26 years old,501-1k employees (Global)
4803,Dubai Electricity ...,4.3,(84 Reviews),Private,"Dubai,Dubai + 1 more",30 years old,10k-50k employees (Global)
4804,Dotsquares,3.5,(84 Reviews),Private,"Albourne,West Sussex",20 years old,201-500 employees (Global)
4805,Gulf Contracting,4.1,(84 Reviews),Private,Doha + 6 more,46 years old,51-200 employees (India)
4806,Mandovi Motors,4.3,(84 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 3 more",38 years old,1k-5k employees (India)
4807,Ortel Communicatio...,3.1,(84 Reviews),Public,"Bhubaneswar,Odisha + 16 more",27 years old,1k-5k employees (Global)
4808,Arihant Publicatio...,3.8,(84 Reviews),Private,Meerut + 13 more,25 years old,1k-5k employees (Global)
4809,Maharashtra Natura...,3.9,(84 Reviews),Private,Pune + 4 more,16 years old,51-200 employees (Global)
4810,Kalindee Rail Nirm...,4.0,(84 Reviews),Public,"Delhi/NCR,Delhi + 12 more",38 years old,501-1k employees (Global)
4811,Manikaran Power,3.0,(84 Reviews),Private,"Delhi/NCR,Delhi + 6 more",17 years old,201-500 employees (Global)
4812,FICO,3.8,(84 Reviews),Private,"San Jose,California + 3 more",66 years old,1k-5k employees (Global)
4813,Rolex Rings,3.9,(84 Reviews),Rajkot + 2 more,19 years old,1k-5k employees (Global),
4814,MyCar,3.8,(84 Reviews),Private,Pune + 15 more,17 years old,11-50 employees (India)
4815,Intercraft Trading,4.4,(84 Reviews),"Mumbai,Maharashtra + 18 more",28 years old,,
4816,Chanakya IAS Acade...,3.6,(84 Reviews),Private,New Delhi + 20 more,29 years old,501-1k employees (Global)
4817,The Millennium Sch...,4.2,(84 Reviews),"Gurgaon/Gurugram,Haryana + 19 more",8 years old,1k-5k employees (Global),
4818,Siddha Group,3.1,(84 Reviews),"Kolkata,West Bengal + 1 more",36 years old,501-1k employees (Global),
4819,Viztar Internation...,3.2,(84 Reviews),"Mumbai,Maharashtra + 12 more",15 years old,501-1k employees (Global),
4820,Lion Engineering C...,3.9,(84 Reviews),Bhopal + 21 more,20 years old,201-500 employees (Global),
4821,Bambino Agro Indus...,4.1,(84 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 13 more",40 years old,501-1k employees (Global)
4822,Amar Cars,4.1,(84 Reviews),"Vadodara,Gujarat + 8 more",16 years old,1k-5k employees (Global),
4823,Grauer & Weil (i),3.8,(84 Reviews),"Mumbai,Maharashtra + 12 more",65 years old,501-1k employees (Global),
4824,Kayjay Forging,4.2,(84 Reviews),"Ludhiana,Punjab + 2 more",34 years old,201-500 employees (Global),
4825,Biesse Manufacturi...,3.8,(84 Reviews),Private,"Pesaro,Pesaro + 6 more",53 years old,501-1k employees (Global)
4826,Parle Elizabeth To...,4.0,(84 Reviews),Mumbai + 5 more,14 years old,1k-5k employees (Global),
4827,UDS,4.2,(84 Reviews),Private,Chennai + 18 more,37 years old,201-500 employees (Global)
4828,Network Techlab,3.9,(84 Reviews),"Mumbai,Maharashtra + 5 more",26 years old,501-1k employees (Global),
4829,Americana Group,3.8,(84 Reviews),Private,Kuwait City + 11 more,58 years old,50k-1 Lakh employees (Global)
4830,Ajay Industrial Co...,4.0,(84 Reviews),Private,"Ghaziabad,Uttar Pradesh + 17 more",61 years old,501-1k employees (Global)
4831,Hotel Sahara Star,4.1,(84 Reviews),Private,Mumbai + 2 more,20 years old,201-500 employees (India)
4832,Excelity Global,3.9,(84 Reviews),Singapore + 6 more,25 years old,501-1k employees (Global),
4833,Madura Fashion & L...,4.4,(84 Reviews),Bengaluru/Bangalore + 25 more,,,
4834,Fortune Marketing,3.2,(84 Reviews),Private,"Delhi/NCR,Delhi + 14 more",28 years old,201-500 employees (Global)
4835,Vini Cosmetics,4.2,(84 Reviews),Private,"Mumbai,Maharashtra + 22 more",13 years old,201-500 employees (Global)
4836,Sara Suole,3.9,(84 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 12 more",21 years old,501-1k employees (Global)
4837,Maschio Gaspardo,3.4,(84 Reviews),Private,"Pune,Maharashtra + 10 more",58 years old,1k-5k employees (Global)
4838,Brandix India Appa...,4.1,(84 Reviews),"Visakhapatnam/Vizag,Andhra Pradesh",53 years old,10k-50k employees (Global),
4839,West Bengal State ...,3.8,(84 Reviews),Private,Kolkata + 11 more,15 years old,10k-50k employees (Global)
4840,Damodar Valley Cor...,4.1,(84 Reviews),Kolkata + 10 more,74 years old,5k-10k employees (Global),
4841,ANR Software,3.3,(84 Reviews),Private,"Noida,Uttar Pradesh + 3 more",18 years old,201-500 employees (India)
4842,The Zuri Hotels & ...,3.9,(84 Reviews),Private,Bengaluru + 6 more,14 years old,501-1k employees (India)
4843,Hipower Support Ce...,3.2,(84 Reviews),Private,Bengaluru,8 years old,1k-5k employees (Global)
4844,Revlon,3.9,(84 Reviews),New York + 20 more,90 years old,1k-5k employees (Global),
4845,Redcliffe Labs,4.5,(84 Reviews),Private,Noida + 12 more,3 years old,1k-5k employees (India)
4846,Škoda Auto Volkswa...,4.0,(84 Reviews),Pune + 4 more,1k-5k employees (India),,
4847,Kef Infrastructure...,4.0,(84 Reviews),Private,Bangalore + 6 more,9 years old,11-50 employees (India)
4848,Knowledge Splice S...,3.5,(84 Reviews),Private,"Houston,Texas + 6 more",11 years old,201-500 employees (Global)
4849,Noida Power Compan...,4.2,(84 Reviews),Private,Greater Noida + 3 more,29 years old,201-500 employees (Global)
4850,Wave Infratech,4.0,(84 Reviews),Private,"Noida,Uttar Pradesh + 9 more",59 years old,5k-10k employees (Global)
4851,SAR Group,3.8,(86 Reviews),Gurugram + 15 more,34 years old,501-1k employees (Global),
4852,Stedman Pharmaceut...,4.2,(84 Reviews),Private,"Chennai,Tamil Nadu + 15 more",31 years old,201-500 employees (India)
4853,Peel-works,4.0,(83 Reviews),Private,Mumbai + 10 more,12 years old,51-200 employees (India)
4854,Holy Family Hospit...,4.0,(83 Reviews),Private,"Delhi/NCR,Delhi + 7 more",69 years old,1k-5k employees (Global)
4855,Sai Service Statio...,4.1,(83 Reviews),Private,"Mumbai,Maharashtra + 9 more",37 years old,10k-50k employees (Global)
4856,Capillary Technolo...,3.9,(83 Reviews),Private,"Singapore,Singapore + 3 more",14 years old,501-1k employees (India)
4857,CIMS Hospital,4.1,(83 Reviews),Private,"Ahmedabad,Gujrat + 3 more",12 years old,201-500 employees (India)
4858,Zerodha,4.1,(83 Reviews),Public,Bangalore + 17 more,12 years old,1k-5k employees (India)
4859,Suminter India Org...,4.2,(83 Reviews),Private,"Mumbai,Maharashtra + 9 more",18 years old,201-500 employees (India)
4860,Holostik,3.7,(83 Reviews),Public,"Noida,Uttar Pradesh + 7 more",31 years old,501-1k employees (Global)
4861,Raintree Hotel,4.4,(83 Reviews),Private,Chennai + 3 more,12 years old,51-200 employees (India)
4862,Toyo INK,4.2,(83 Reviews),Tokyo + 10 more,16 years old,11-50 employees (India),
4863,Ascend Telecom Inf...,4.2,(83 Reviews),Private,Bengaluru + 19 more,20 years old,201-500 employees (India)
4864,Indian Terrain Fas...,3.8,(83 Reviews),Public,"Chennai,Tamil Nadu + 23 more",22 years old,201-500 employees (Global)
4865,Viraj Projects,3.6,(83 Reviews),Private,Pune + 6 more,21 years old,201-500 employees (Global)
4866,SmartSchool Educat...,4.4,(83 Reviews),Private,Noida + 4 more,11 years old,201-500 employees (Global)
4867,Aia Engineering,4.0,(83 Reviews),Public,"Ahmedabad,Gujrat + 2 more",43 years old,1k-5k employees (Global)
4868,Mahindra Agri Solu...,3.8,(83 Reviews),Mumbai + 21 more,22 years old,201-500 employees (Global),
4869,Swiss Garnier Life...,4.3,(83 Reviews),"Chennai,Tamil Nadu + 4 more",17 years old,1k-5k employees (Global),
4870,Tafe Motors & Trac...,4.2,(83 Reviews),Bhopal + 17 more,1k-5k employees (India),,
4871,Stumpp Schuele & S...,3.8,(83 Reviews),Private,Bengaluru + 6 more,62 years old,201-500 employees (India)
4872,Emerson Innovation...,3.9,(83 Reviews),Pune,19 years old,501-1k employees (Global),
4873,Hero Electric,4.4,(83 Reviews),Private,Gurgaon + 14 more,15 years old,201-500 employees (India)
4874,Pahal Financial Se...,4.2,(83 Reviews),Private,Ahmedabad + 25 more,28 years old,201-500 employees (Global)
4875,Monginis Foods,3.5,(83 Reviews),Private,"Mumbai,Maharashtra + 17 more",62 years old,5k-10k employees (Global)
4876,Ritu Kumar,3.7,(83 Reviews),Private,Gurgaon + 20 more,53 years old,501-1k employees (India)
4877,Acidaes Solutions,3.6,(83 Reviews),Private,"Noida,Uttar Pradesh + 3 more",21 years old,501-1k employees (India)
4878,Minda Stoneridge I...,3.5,(83 Reviews),New Delhi + 2 more,27 years old,501-1k employees (Global),
4879,RS Software,4.0,(83 Reviews),Public,Milpitas,31 years old,501-1k employees (Global)
4880,Schreiber Dynamix ...,4.5,(83 Reviews),Public,"Mumbai,Maharashtra + 3 more",29 years old,1k-5k employees (Global)
4881,Bharat Wire Ropes,3.8,(83 Reviews),Public,"Mumbai,Maharashtra + 2 more",36 years old,501-1k employees (Global)
4882,Burckhardt Compres...,4.0,(83 Reviews),Zurich + 4 more,178 years old,201-500 employees (India),
4883,Alstrong Enterpris...,4.0,(83 Reviews),Private,"Delhi/NCR,New Delhi + 18 more",21 years old,1k-5k employees (Global)
4884,Terrier Security S...,4.4,(83 Reviews),Private,Bangalore + 18 more,33 years old,1-10 employees (Global)
4885,Packt Publishing,3.2,(83 Reviews),"Colmore Business District,Birmingham + 1 more",18 years old,501-1k employees (India),
4886,Fortis Escorts Hea...,4.0,(83 Reviews),New Delhi + 8 more,34 years old,10k-50k employees (India),
4887,L and T Chiyoda,3.9,(83 Reviews),Vadodara,28 years old,501-1k employees (Global),
4888,Emerson Innovation...,3.9,(83 Reviews),Pune,19 years old,501-1k employees (Global),
4889,Flatworld Mortgage...,3.8,(83 Reviews),Private,Bengaluru + 2 more,16 years old,1k-5k employees (Global)
4890,Fortune Integrated...,4.1,(83 Reviews),Private,Mumbai + 39 more,10 years old,1k-5k employees (Global)
4891,Tafe Motors & Trac...,4.2,(83 Reviews),Bhopal + 17 more,1k-5k employees (India),,
4892,Swiss Garnier Life...,4.3,(83 Reviews),"Chennai,Tamil Nadu + 4 more",17 years old,1k-5k employees (Global),
4893,Mahindra Agri Solu...,3.8,(83 Reviews),Mumbai + 21 more,22 years old,201-500 employees (Global),
4894,Terrier Security S...,4.4,(83 Reviews),Private,Bangalore + 18 more,33 years old,1-10 employees (Global)
4895,Crest Premedia Sol...,3.6,(83 Reviews),Private,Pune + 1 more,16 years old,501-1k employees (Global)
4896,Maksat Technologie...,3.8,(83 Reviews),Private,New Delhi + 21 more,22 years old,5k-10k employees (Global)
4897,Qd-sbg Constructio...,4.5,(83 Reviews),Sole proprietorship,Doha + 2 more,12 years old,51-200 employees (India)
4898,Pahal Financial Se...,4.2,(83 Reviews),Private,Ahmedabad + 25 more,28 years old,201-500 employees (Global)
4899,Hero Electric,4.4,(83 Reviews),Private,Gurgaon + 14 more,15 years old,201-500 employees (India)
4900,Ritu Kumar,3.7,(83 Reviews),Private,Gurgaon + 20 more,53 years old,501-1k employees (India)
4901,Indian Terrain Fas...,3.8,(83 Reviews),Public,"Chennai,Tamil Nadu + 23 more",22 years old,201-500 employees (Global)
4902,Shemaroo Entertain...,3.7,(83 Reviews),Public,"Mumbai,Maharashtra + 4 more",60 years old,501-1k employees (Global)
4903,Fortis Escorts Hea...,4.0,(83 Reviews),New Delhi + 8 more,34 years old,10k-50k employees (India),
4904,Chrysalis High,3.8,(83 Reviews),"Bangalore/Bengaluru,Karnataka",12 years old,,
4905,Qube Cinema Techno...,4.1,(83 Reviews),Private,Chennai + 7 more,18 years old,501-1k employees (India)
